Date,Time,Sea-Level Adjusted Pressure(mb),Sea-Level Adjusted Pressure(inHg),Absolute Pressure(mb),Absolute Pressure(inHg),Temperature(°C),Temperature(°F),Relative Humidity(%),DewPoint(°C),DewPoint(°F),Partial Pressure(atmospheres),Number Density(molecules/cm³),Mass Density(grams/cm³),Wind Speed(m/s),Wind Direction(° from true north)
06/01/2009,00:00,1013,29.91,843,24.89,25.9,78.7,15,-2.7,27.2,0.0048726226945745,1.1956550717329E+17,3.9708632357954,1.616,349.1,||||,
06/01/2009,00:05,1013,29.91,843,24.89,26.3,79.4,14,-2.7,27.1,0.0048509320869056,1.1887824108432E+17,3.9480385958936,0.72,48.41,||||,
06/01/2009,00:10,1013,29.91,843,24.89,26.7,80.1,14,-2.6,27.3,0.0048869320280226,1.196007154389E+17,3.9720325296062,0.669,320.5,||||,
06/01/2009,00:15,1013,29.91,843,24.89,26.9,80.3,14,-2.6,27.2,0.0048679756725496,1.1908119026853E+17,3.9547786957214,0.687,355.6,||||,
06/01/2009,00:20,1013,29.91,843,24.89,26.5,79.7,15,-2.1,28.2,0.005073911923097,1.2427209919047E+17,4.1271728074163,1.107,5.824,||||,
06/01/2009,00:25,1013,29.91,843,24.89,26.2,79.2,15,-2.1,28.2,0.005071081663722,1.2431479718557E+17,4.1285908409531,0.891,320.1,||||,
06/01/2009,00:30,1013,29.91,842,24.86,26.4,79.5,15,-2.1,28.3,0.0050852364455388,1.2459520331515E+17,4.1379033460169,0.562,314.2,||||,
06/01/2009,00:35,1013,29.91,842,24.86,26,78.8,15,-2.3,27.8,0.0049897612603425,1.2241941354179E+17,4.0656436799637,0.988,5.087,||||,
06/01/2009,00:40,1013,29.91,842,24.86,25.9,78.5,15,-2.7,27.1,0.0048529034963159,1.1911349437572E+17,3.9558515401785,1.023,342.9,||||,
06/01/2009,00:45,1013,29.91,842,24.86,25.6,78.2,15,-2.8,26.9,0.0048124026025259,1.1820242689338E+17,3.9255942824083,1.439,351.8,||||,
06/01/2009,00:50,1013,29.91,842,24.86,25.6,78,15,-2.7,27.1,0.0048406140638336,1.1891923810858E+17,3.9494001388691,1.094,5.589,||||,
06/01/2009,00:55,1013,29.91,842,24.86,25.4,77.7,17,-1.4,29.5,0.005355872439527,1.3167013798002E+17,4.3728674140042,0.834,357.9,||||,
06/01/2009,01:00,1013,29.91,842,24.86,25.1,77.2,16,-2.6,27.4,0.0049114059061824,1.2084041064828E+17,4.0132037690957,0.45,65.78,||||,
06/01/2009,01:05,1013,29.91,842,24.86,24.8,76.6,16,-2.2,28,0.0050413645093566,1.2417946514719E+17,4.1240963589863,0.873,8.61,||||,
06/01/2009,01:10,1013,29.91,842,24.86,24.5,76,17,-1.6,29.2,0.0052880301686198,1.3039979331394E+17,4.330678282284,1.309,8.76,||||,
06/01/2009,01:15,1013,29.91,842,24.86,24.1,75.4,17,-2,28.4,0.0051252003645323,1.2652479862687E+17,4.2019867030354,1.459,1.748,||||,
06/01/2009,01:20,1013,29.91,842,24.86,24.1,75.3,17,-2,28.4,0.005118387963016,1.2639063477983E+17,4.1975310176092,0.533,33.76,||||,
06/01/2009,01:25,1013,29.91,842,24.86,24.2,75.6,18,-1.6,29.2,0.0052931592268327,1.3063161748875E+17,4.338377342947,0.873,16.68,||||,
06/01/2009,01:30,1013,29.91,842,24.86,24,75.2,18,-1.4,29.5,0.0053710154870985,1.3265119562851E+17,4.4054490994809,1.533,0.338,||||,
06/01/2009,01:35,1013,29.91,842,24.86,23.7,74.7,19,-1.4,29.5,0.0053563672964548,1.3241865287126E+17,4.3977261741377,1.634,356.3,||||,
06/01/2009,01:40,1013,29.91,842,24.86,23.6,74.5,19,-1.3,29.6,0.0053839021637699,1.3315318699804E+17,4.4221206222394,1.557,354,||||,
06/01/2009,01:45,1013,29.91,842,24.86,23.6,74.5,18,-1.6,29.2,0.0052922802580672,1.308828085451E+17,4.3467195927679,0.764,1.781,||||,
06/01/2009,01:50,1013,29.91,843,24.89,23.7,74.7,19,-0.9,30.3,0.0055420073507274,1.3700338062835E+17,4.5499885391557,0.33,41.77,||||,
06/01/2009,01:55,1013,29.91,843,24.89,23.9,75,20,-0.5,31.1,0.0057295280826504,1.4156753085027E+17,4.7015675082691,0.119,91.9,||||,
06/01/2009,02:00,1013,29.91,843,24.89,23.9,74.9,19,-0.6,30.9,0.0056847101410605,1.4046960935543E+17,4.6651046838082,0.304,93.7,||||,
06/01/2009,02:05,1013,29.91,843,24.89,23.8,74.8,19,-1.3,29.6,0.0053812060995441,1.3301030812544E+17,4.4173755040545,0.269,116.2,||||,
06/01/2009,02:10,1013,29.91,843,24.89,23.7,74.6,19,-0.9,30.4,0.0055724789228192,1.3777058747094E+17,4.5754680734922,0.222,139,||||,
06/01/2009,02:15,1014,29.94,843,24.89,23.6,74.5,19,-0.8,30.5,0.0055878813812873,1.3819794488324E+17,4.5896609446402,0.3,110,||||,
06/01/2009,02:20,1014,29.94,843,24.89,23.5,74.2,20,-0.5,31,0.0057118818628257,1.4133136989554E+17,4.6937244197813,0.162,109.7,||||,
06/01/2009,02:25,1014,29.94,843,24.89,23.3,74,21,0.1,32.2,0.0059782019006352,1.4798589508349E+17,4.9147263629437,0.236,127.9,||||,
06/01/2009,02:30,1014,29.94,843,24.89,23.2,73.8,21,-0.3,31.5,0.0058214168298046,1.4415342176264E+17,4.7874469512494,0.071,101.3,||||,
06/01/2009,02:35,1014,29.94,843,24.89,23.1,73.6,21,-0.4,31.2,0.0057584332013504,1.4264191297992E+17,4.7372485721535,0.19,139.3,||||,
06/01/2009,02:40,1014,29.94,843,24.89,23,73.3,22,0.6,33.1,0.0062239549097299,1.5425142886855E+17,5.12280959989,0.62,60.03,||||,
06/01/2009,02:45,1014,29.94,843,24.89,22.8,73,22,0.3,32.5,0.0060624924218485,1.5034628915691E+17,4.993116880993,0.844,34.38,||||,
06/01/2009,02:50,1014,29.94,843,24.89,22.5,72.4,23,0.5,32.9,0.0061568634361546,1.5285709078309E+17,5.076502550535,0.623,35.08,||||,
06/01/2009,02:55,1014,29.94,843,24.89,22.2,71.9,24,0.6,33,0.006199423252467,1.5406487397125E+17,5.1166139670469,0.951,25.62,||||,
06/01/2009,03:00,1014,29.94,843,24.89,21.9,71.4,24,0.5,32.9,0.0061642171937237,1.5332494312265E+17,5.0920402896275,0.778,24.21,||||,
06/01/2009,03:05,1014,29.94,843,24.89,21.7,71,25,0.8,33.5,0.0063147752883946,1.5719770045183E+17,5.2206575644851,0.58,36.32,||||,
06/01/2009,03:10,1014,29.94,843,24.89,21.5,70.8,25,0.7,33.3,0.006268616157612,1.5611217616117E+17,5.1846064607911,0.732,29.85,||||,
06/01/2009,03:15,1014,29.94,843,24.89,21.4,70.6,24,0.4,32.7,0.0061220195552688,1.5252347678162E+17,5.065422970774,0.571,106.4,||||,
06/01/2009,03:20,1014,29.94,843,24.89,21.3,70.3,25,0.4,32.7,0.0061309253513697,1.5281279456472E+17,5.075031438764,0.632,60.95,||||,
06/01/2009,03:25,1014,29.94,843,24.89,21.1,70,25,0.5,32.8,0.0061548955543261,1.5351452543231E+17,5.0983364651836,0.301,95.6,||||,
06/01/2009,03:30,1014,29.94,843,24.89,20.9,69.6,25,0.4,32.6,0.0061116292208893,1.5252869146888E+17,5.0655961545826,0.364,104.2,||||,
06/01/2009,03:35,1014,29.94,843,24.89,20.8,69.4,25,0.3,32.5,0.0060726499070435,1.5162291034397E+17,5.0355144608434,0.437,65.03,||||,
06/01/2009,03:40,1014,29.94,844,24.92,20.6,69.1,25,0.1,32.3,0.0060240277839847,1.5048570197337E+17,4.997746888765,0.558,28.96,||||,
06/01/2009,03:45,1015,29.97,844,24.92,20.1,68.2,28,1.1,33.9,0.0064341395988759,1.6100469127701E+17,5.3470906827323,0.606,22.24,||||,
06/01/2009,03:50,1015,29.97,844,24.92,19.7,67.4,29,1.3,34.3,0.0065563245737413,1.6431991734384E+17,5.4571919119109,0.095,182,||||,
06/01/2009,03:55,1015,29.97,844,24.92,19.4,66.9,37,4.4,39.9,0.008160720975494,2.0472636279241E+17,6.7991213070526,0.14,133.9,||||,
06/01/2009,04:00,1015,29.97,844,24.92,18.4,65.1,44,6.1,43.1,0.0092438371294573,2.3267774278767E+17,7.7274083175537,0.837,140.8,||||,
06/01/2009,04:05,1015,29.97,844,24.92,17.8,64.1,41,4.5,40,0.0082155919247248,2.0722209975111E+17,6.8820066673026,1.204,173.4,||||,
06/01/2009,04:10,1015,29.97,844,24.92,17.7,63.8,36,2.5,36.4,0.0071370006048857,1.8009103595385E+17,5.9809629940263,1.45,199.4,||||,
06/01/2009,04:15,1015,29.97,844,24.92,17.7,63.8,36,2.5,36.5,0.0071524658169539,1.8048748209776E+17,5.9941292779744,1.549,203.5,||||,
06/01/2009,04:20,1015,29.97,844,24.92,17.3,63.1,36,2.3,36.1,0.0070472479988319,1.7806504462413E+17,5.9136782504795,1.756,219.5,||||,
06/01/2009,04:25,1015,29.97,844,24.92,17.1,62.7,36,2.1,35.8,0.006976733685974,1.7641696338096E+17,5.8589441940375,2.081,220.2,||||,
06/01/2009,04:30,1015,29.97,844,24.92,16.9,62.5,34,1.3,34.3,0.0065505710534768,1.6573218096521E+17,5.5040942822174,2.082,231,||||,
06/01/2009,04:35,1015,29.97,844,24.92,17.2,62.9,34,1.1,34,0.006490347762986,1.6407840683996E+17,5.4491711607462,1.448,242.9,||||,
06/01/2009,04:40,1015,29.97,845,24.95,17.2,63,34,1.4,34.5,0.0066044792709456,1.6692344360784E+17,5.543657038598,0.744,220.5,||||,
06/01/2009,04:45,1015,29.97,845,24.95,17.2,62.9,34,1.2,34.2,0.0065280876154607,1.6500974791069E+17,5.4801017201121,0.212,227.7,||||,
06/01/2009,04:50,1015,29.97,845,24.95,17.2,63,33,0.9,33.7,0.0063947193946778,1.6163304713309E+17,5.3679588681053,0.165,213.3,||||,
06/01/2009,04:55,1015,29.97,845,24.95,17.3,63.1,32,0.6,33.1,0.006248026794609,1.5788717746979E+17,5.2435556310536,0.616,236.1,||||,
06/01/2009,05:00,1015,29.97,845,24.95,17.3,63.1,32,0.7,33.3,0.006304532847389,1.5930959577689E+17,5.2907952463501,0.721,210.9,||||,
06/01/2009,05:05,1015,29.97,845,24.95,17,62.6,34,1.1,34,0.0064934122131752,1.6425206347061E+17,5.4549384321491,1.493,215.2,||||,
06/01/2009,05:10,1015,29.97,845,24.95,16.4,61.5,42,3.5,38.3,0.0076838829573732,1.9476130219611E+17,6.4681739151184,0.923,195.6,||||,
06/01/2009,05:15,1016,30,845,24.95,15.9,60.6,38,1.8,35.3,0.0068385985661883,1.7363595540974E+17,5.7665847621878,1.362,188.9,||||,
06/01/2009,05:20,1016,30,845,24.95,16,60.7,36,1,33.8,0.0064420325406954,1.6352165642494E+17,5.4306810476123,2.113,200.4,||||,
06/01/2009,05:25,1016,30,845,24.95,16.3,61.3,36,1.2,34.1,0.0065190769690668,1.6530579105568E+17,5.489933542587,2.349,198.2,||||,
06/01/2009,05:30,1016,30,845,24.95,16.3,61.3,35,1,33.7,0.0064144927812919,1.6263696660781E+17,5.4012998125642,2.321,202.8,||||,
06/01/2009,05:35,1016,30,845,24.95,16.2,61.2,35,1,33.7,0.0064209851478611,1.6283533211907E+17,5.4078876850579,1.496,197.7,||||,
06/01/2009,05:40,1016,30,845,24.95,16.1,61,35,0.8,33.4,0.0063272438925317,1.6051908120091E+17,5.3309631954352,1.898,207.4,||||,
06/01/2009,05:45,1016,30,845,24.95,16.2,61.1,36,1.1,34.1,0.0065066667044036,1.6504812821388E+17,5.4813763597512,1.992,197,||||,
